Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
2023-04-21T00:26:18Z,United States,Phoenix,Industrial Biotech,Azure Biosystems,Private,1-50,Associate marketing manager,Bachelors or Equivalent,None,Manage team of consultants. Responsible for all marketing efforts including some product marketing,,70000,,,,NA,,,,,NA,3/5. Was denied a raise at 2 years while my coworkers got a raise
2023-05-02T18:59:18Z,United States,New York,Industrial Biotech,Regeneron,Public,5000+,Scientist,Bachelors or Equivalent,None,NA,,96000,,,,NA,,,,,NA,NA
2023-05-04T21:44:04Z,United States,Ann Arbor,Industrial Biotech,Prefer not to say,Start-up,1-50,Field Applications Scientist,Masters or Equivalent,None,NA,,115000,,,,0,,,,,5000,NA
2023-05-10T14:00:58Z,United States,Washington DC,Industrial Biotech,Prefer not to say,Private,200-1000,Research Associate,Bachelors or Equivalent,None,"Immunoassay development, testing antibodies and protein concentrations.",,60000,,,,0,,,,,3000,"Work experience is highly dependent on manager and team selection. Hiring is done by committee and team selection is not up to applicant. Ultimately low stress environment that cares about quality of work over quantity. Again, highly variable experience."
2023-05-10T21:53:59Z,United States,Gaithersburg,Industrial Biotech,Prefer not to say,Public,50-200,Biologist 1,Bachelors or Equivalent,None,Biologist - invitro toxicology assays (mostly 3d tissue),,47000,,,,0,,,,,NA,NA
2023-05-16T15:02:02Z,United States,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,NA,,125000,,,,12000,,,,,NA,NA
2023-05-24T19:52:35Z,United States,Minneapolis,Industrial Biotech,Bio-Techne,Public,1000-5000,Sr. Research Associate,Bachelors or Equivalent,None,Develop multiplex immunoassays. No direct reports.,,75000,,,,NA,,,,,NA,NA
2023-05-30T14:22:00Z,United States,San Diego,Industrial Biotech,Prefer not to say,Public,5000+,Process Transfer Chemist,Bachelors or Equivalent,None,NA,,75000,,,,NA,,,,,NA,NA
2023-06-05T12:44:49Z,United States,Midwest,Industrial Biotech,Cytek,Public,200-1000,Technical Applications Specialist,PhD or Equivalent,None,"TAS/FAS role - support sales with (remote) seminars and onsite activities, trainings on-site and remote.",,105000,,,,0,,,,,NA,NA
2023-06-06T13:23:06Z,United States,San Diego,Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. RA,Bachelors or Equivalent,None,Protein Production/purification (upstream & downstream),,100000,,,,0,,,,,NA,NA
2023-07-01T15:35:51Z,United States,Boston,Industrial Biotech,Prefer not to say,Private,1-50,Director Biology,PhD or Equivalent,None,Group and Program Lead,,200000,,,,30000,,,,,0,Ok
2023-07-03T05:07:43Z,United States,Bay area,Industrial Biotech,Prefer not to say,Private,1000-5000,Bioinformatics Scientist,PhD or Equivalent,None,NA,,175000,,,,35000,,,,,NA,NA
2023-07-07T21:21:55Z,United States,Boston,Industrial Biotech,Vernal Biosciences,Start-up,50-200,Principal Research Associate,Masters or Equivalent,None,Analytical development of discovery and RUO production platform,,78000,,,,0,,,,,NA,NA
2023-07-27T15:28:16Z,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,1-50,Research Associate,Bachelors or Equivalent,None,NA,,70000,,,,NA,,,,,2000,NA
2023-07-28T16:23:29Z,United States,Redwood City,Industrial Biotech,Synthego Corporation,Private,200-1000,Cell Engineer Specialist,Bachelors or Equivalent,None,"Utilized CRISPR-Cas9 in production to genetically edit immortalized and iPSC cell lines for research clients (biotech, pharma, and academia). Facilitate quality control of CRISPR-edited cells.",,70720,,,,0,,,,,NA,"I do not recommend working here. My former work colleagues are great and supportive. However, management and work culture is bad. Leadership does not know what they are precisely doing. The vision of leadership does not align with reality. Management is also toxic to employees and try to gaslit people for speaking up."
2023-07-31T19:54:26Z,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,NA,,120000,,,,NA,,,,,NA,NA
2023-08-02T21:09:03Z,United States,Research Triangle,Industrial Biotech,Prefer not to say,Subsidiary,NA,Lab tech 1,Bachelors or Equivalent,None,NA,,54000,,,,NA,,,,,NA,NA
2023-08-10T19:03:09Z,United States,Bay Area,Industrial Biotech,Prefer not to say,Private,50-200,Scientist II,PhD or Equivalent,None,NA,,125000,,,,NA,,,,,NA,NA
2023-09-17T13:50:47Z,United States,San Diego,Industrial Biotech,Prefer not to say,Public,5000+,Senior Bioinfornatics Scientist,PhD or Equivalent,None,NA,,150000,,,,NA,,,,,30000,NA
2023-10-02T20:31:05Z,United States,Houston,Industrial Biotech,Fujifilm,Public,1000-5000,QC Sample Receipt Analyst,Bachelors or Equivalent,None,Receive samples from manufacturing and shipping then store in fridges for further QC testing and studies.,,46384,,,,NA,,,,,NA,"Great coworkers, benefits, product, and work culture, but terrible location away from any major city."
2023-10-18T14:16:30Z,United States,"Portland, OR",Industrial Biotech,Thermo Fisher,Public,5000+,Staff Scientist,PhD or Equivalent,None,NA,,120000,,,,0,,,,,NA,NA
2023-10-24T09:35:10Z,United States,Boston,Industrial Biotech,Prefer not to say,Private,50-200,VP,PhD or Equivalent,MBA,NA,,291000,,,,NA,,,,,NA,NA
2023-10-26T23:40:06Z,United States,San Diego,Industrial Biotech,Prefer not to say,Public,200-1000,Director of Product Management,PhD or Equivalent,None,NA,,190000,,,,NA,,,,,NA,NA
2023-10-26T23:48:16Z,United States,San Diego,Industrial Biotech,Prefer not to say,Public,1-50,Laboratory Manager,Bachelors or Equivalent,None,NA,,115000,,,,NA,,,,,NA,NA
2023-10-27T15:45:32Z,United States,Bay Area,Industrial Biotech,Prefer not to say,Start-up,1-50,Founding scientist,PhD or Equivalent,None,Founding scientist combination wet lab and computational,,90000,,,,5000,,,,,NA,NA
2023-10-27T18:08:51Z,United States,Maryland/DC,Industrial Biotech,Prefer not to say,Public,200-1000,Associate Scientist 2,Bachelors or Equivalent,None,Biological Safety Testing,,63440,,,,0,,,,,NA,NA
2023-11-04T23:43:56Z,United States,SF Bay Area,Industrial Biotech,Prefer not to say,Private,200-1000,Research Associate II,Bachelors or Equivalent,None,NA,,93000,,,,NA,,,,,NA,NA
2023-11-05T17:02:21Z,United States,Bay Area,Industrial Biotech,Prefer not to say,Private,1-50,Scientist I,PhD or Equivalent,None,NA,,130000,,,,5000,,,,,NA,NA
2023-11-07T07:36:14Z,United States,Boston,Industrial Biotech,Prefer not to say,Private,50-200,Scientist,PhD or Equivalent,None,NA,,115000,,,,NA,,,,,5000,NA
2023-11-08T20:03:49Z,United States,Boston,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Associate Scientist,Bachelors or Equivalent,None,"Process Development, mRNA Upstream Reaction and Downstream Purification",,110000,,,,0,,,,,NA,Stressful and disorganized
2023-11-09T19:36:01Z,United States,Bay Area,Industrial Biotech,Thermo Fisher,Public,5000+,Product Manager,Bachelors or Equivalent,None,NA,,125000,,,,NA,,,,,NA,NA
2023-11-19T16:13:52Z,United States,Boston,Industrial Biotech,Prefer not to say,Public,50-200,Manager - Quality,Bachelors or Equivalent,None,Internal Quality Operations Manager,,155000,,,,NA,,,,,NA,NA
2023-12-04T10:28:12Z,United States,Boston,Industrial Biotech,Prefer not to say,Private,50-200,Director,PhD or Equivalent,None,R&D,,205000,,,,NA,,,,,NA,NA
2023-12-09T23:59:14Z,United States,Boston,Industrial Biotech,Prefer not to say,Private,200-1000,Scientist,PhD or Equivalent,None,NA,,113000,,,,0,,,,,NA,NA
2023-12-21T17:02:18Z,United States,Chicago,Industrial Biotech,Tempus,Private,200-1000,Bioinformatics Analyst,Masters or Equivalent,None,R&D,,95000,,,,4000,,,,,NA,Great to work for
2023-03-29T03:37:37Z,United States,Bay Area,Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist II,Masters or Equivalent,None,NA,,130000,,,,NA,,,,,NA,NA
2023-03-29T10:51:30Z,United States,Salt Lake City,Industrial Biotech,Charles River Labs,Public,5000+,Project Manager,Bachelors or Equivalent,None,Project manager for biologics division. No direct reports.,,80000,,,,0,,,,,0,"Just started, so N/A"
2023-10-02T00:50:28Z,United States,San Diego,Industrial Biotech,Prefer not to say,Public,200-1000,Director,PhD or Equivalent,None,NA,,175000,,,,0,,,,,NA,NA
2023-12-21T18:56:13Z,United States,Boston,Industrial Biotech,Prefer not to say,Private,200-1000,Research Associate I,Bachelors or Equivalent,None,NA,,70000,,,,NA,,,,,NA,NA
2023-03-29T11:38:41Z,United States - Florida,Boca Raton,Industrial Biotech,Prefer not to say,Private,1-50,Research associate,Bachelors or Equivalent,None,Research/ development of products and bioassays. Tech transfer into company/ find partners. Manage lab and inventory. Assist in customer inquiry and join client/partner meetings,,65000,,,,0,,,,,NA,2/5 not enough support or development for career. I'm doing multiple people's jobs and leadership is lacking
2023-11-01T22:09:08Z,United States of America,Madison,Industrial Biotech,Prefer not to say,Subsidiary,200-1000,Associate Scientist 1,Bachelors or Equivalent,None,Research and Development Scientist,,56000,,,,NA,,,,,NA,NA
2023-03-29T01:24:41Z,US,DMV,Industrial Biotech,Prefer not to say,Public,1000-5000,Senior Associate Scientist,Bachelors or Equivalent,None,Senior Associate Scientist - Analytical Development LCMS,,96000,,,,0,,,,,0,NA
2023-04-11T21:09:32Z,US,NYC,Industrial Biotech,Prefer not to say,Public,5000+,Associate Scientist,Masters or Equivalent,None,NA,,81000,,,,NA,,,,,NA,NA
2023-05-05T20:52:52Z,US,Columbus,Industrial Biotech,Twist Bioscience,Public,1000-5000,Staff Data Scientist,Bachelors or Equivalent,None,Lead small analytics team heading up machine learning projects and manufacturing optimization,,217000,,,,NA,,,,,0,"Great, relaxed place to work with ample autonomy and freedom to build software solutions."
2023-07-20T22:41:12Z,US,San Diego,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist I,Bachelors or Equivalent,None,NA,,100000,,,,NA,,,,,NA,NA
2023-03-29T02:29:53Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Start-up,1-50,Computational Biologist II,PhD or Equivalent,None,Data Scientist,,130000,,,,0,,,,,0,NA
2023-03-29T03:51:29Z,USA,Philadelphia,Industrial Biotech,Century,Start-up,200-1000,Research associate,Masters or Equivalent,None,Research associate - in vivo pharmacology,,102900,,,,NA,,,,,NA,NA
2023-03-29T03:52:12Z,USA,SF Bay Area,Industrial Biotech,Codexis,Public,50-200,Research Associate III,Bachelors or Equivalent,None,Mid-high level RA position under a scientist. Trained new RAs,,98000,,,,5000,,,,,NA,"Great protein engineering company with amazing teams. Company has cycles of layoffs, and now is that time :("
2023-03-29T07:31:03Z,USA,Boston,Industrial Biotech,Prefer not to say,Private,1000-5000,Sr. Research Associate,Bachelors or Equivalent,None,NA,,95000,,,,NA,,,,,NA,NA
2023-03-29T07:37:15Z,USA,Boston,Industrial Biotech,Moderna,Public,1000-5000,Scientist,PhD or Equivalent,None,NA,,131000,,,,10000,,,,,10000,NA
2023-03-29T08:00:06Z,USA,RTP,Industrial Biotech,Prefer not to say,Start-up,50-200,Sr. Scientist,PhD or Equivalent,None,Fermentation / microbiology,,118000,,,,NA,,,,,NA,NA
2023-03-29T09:09:45Z,USA,Philadelphia,Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. Scientist,PhD or Equivalent,None,R&D,,145000,,,,NA,,,,,NA,NA
2023-03-29T11:30:53Z,USA,Seattle,Industrial Biotech,Inventprise,Start-up,50-200,QC Analyst I,Bachelors or Equivalent,None,NA,,62400,,,,NA,,,,,NA,NA
2023-03-29T14:47:24Z,USA,Research Triangle,Industrial Biotech,Bioagilytix,Private,200-1000,Scientist,Bachelors or Equivalent,None,Develops/transfers/validates assays to characterize immunogenicity for client clinal/preclinical samples. Works with 3-4 contract based clients primarily with GLP/GCP ADA and PK studies. No direct reports.,,90000,,,,NA,,,,,7500,Overall good place to build assay development experience. Quality of life depends a bit based on group/manager. Would recommend at the end of the day.
2023-03-29T19:10:29Z,USA,Boston,Industrial Biotech,Flagship Pioneering,Private,1-50,Sr. Scientist II,PhD or Equivalent,None,NA,,161000,,,,15000,,,,,NA,NA
2023-03-29T19:58:49Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Start-up,50-200,Product manager,Masters or Equivalent,None,NA,,162000,,,,NA,,,,,NA,NA
2023-03-29T19:58:52Z,USA,Boston,Industrial Biotech,Prefer not to say,Public,50-200,Associate Director,PhD or Equivalent,None,NA,,168000,,,,NA,,,,,NA,NA
2023-03-29T20:53:04Z,USA,Boston,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,NA,,137500,,,,0,,,,,0,NA
2023-03-29T22:41:02Z,USA,Boston,Industrial Biotech,Intellia therapeutics,Public,200-1000,Associate scientist,Bachelors or Equivalent,None,Immuno-oncology / cell therapy r&d,,114000,,,,NA,,,,,4000,NA
2023-03-29T23:58:12Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Start-up,50-200,Sr. Scientist,PhD or Equivalent,None,NA,,136000,,,,NA,,,,,NA,NA
2023-03-30T09:40:16Z,USA,Seattle,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,NA,,100000,,,,NA,,,,,NA,NA
2023-03-31T15:41:48Z,USA,Boston,Industrial Biotech,Amgen,Public,5000+,Associate Scientist,Masters or Equivalent,None,NA,,90500,,,,NA,,,,,NA,NA
2023-03-31T15:56:34Z,USA,Boston,Industrial Biotech,Amgen,Public,5000+,Associate,Bachelors or Equivalent,None,Upstream PD,,75000,,,,NA,,,,,NA,Definitely one of the lower paying biotech's but a great learning environment
2023-04-10T23:37:23Z,USA,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Senior Scientist,Masters or Equivalent,None,NA,,180000,,,,10000,,,,,NA,NA
2023-05-02T21:21:51Z,Usa,San Diego,Industrial Biotech,Prefer not to say,Private,5000+,Bioinformatics manager,Masters or Equivalent,None,NA,,197600,,,,0,,,,,NA,NA
2023-05-19T19:28:59Z,USA,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Associate Scientist II,Bachelors or Equivalent,None,2D and 3D platform development,,92000,,,,5000,,,,,NA,NA
2023-05-20T17:11:59Z,USA,Boston,Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist II,Masters or Equivalent,None,Analytical Position managing one RA,,125500,,,,NA,,,,,NA,NA
2023-05-22T18:09:25Z,USA,Boston,Industrial Biotech,Codiak Biosciences,Public,50-200,Senior Scientist,Masters or Equivalent,None,Downstream PD,,178500,,,,NA,,,,,NA,NA
2023-05-28T18:07:16Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Start-up,50-200,Staff Scientist,PhD or Equivalent,None,"Staff Scientist, Computational Biology",,188000,,,,NA,,,,,NA,It has been a fantastic experience
2023-05-30T21:18:06Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Subsidiary,50-200,Associate Scientist,PhD or Equivalent,None,NA,,120000,,,,NA,,,,,NA,NA
2023-05-31T02:27:32Z,USA,Los Angeles,Industrial Biotech,Amgen,Private,5000+,Scientist,PhD or Equivalent,None,"Sr Scientist, analytical development for new drugs",,120000,,,,NA,,,,,NA,NA
2023-06-14T13:05:11Z,USA,Remote,Industrial Biotech,Prefer not to say,Public,1000-5000,Swnior engineer,Bachelors or Equivalent,None,Senior bioprocess engineer MSAT,,130000,,,,20000,,,,,NA,NA
2023-06-19T23:45:20Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Private,50-200,Scientist,Bachelors or Equivalent,None,NA,,198000,,,,NA,,,,,NA,NA
2023-07-03T12:13:04Z,USA,San Diego,Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Director,PhD or Equivalent,None,Manage technical operation/CMC,,180000,,,,0,,,,,NA,NA
2023-07-08T22:37:43Z,USA,Salt Lake City,Industrial Biotech,Recursion,Public,200-1000,Senior Scientist II,PhD or Equivalent,None,"Coordinate cross-functional team work, manage 3 junior scientists",,140000,,,,10000,,,,,NA,9/10
2023-07-26T01:46:51Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist III,PhD or Equivalent,None,NA,,150000,,,,20000,,,,,NA,NA
2023-08-12T10:50:44Z,Usa,Bay Area,Industrial Biotech,Myriad Genetics,Public,1000-5000,Scientist,Masters or Equivalent,None,Manufacturing,,80000,,,,300,,,,,NA,NA
2023-08-19T23:36:10Z,USA,Research Triangle,Industrial Biotech,Novozymes,Public,5000+,Scientist,PhD or Equivalent,None,NA,,105000,,,,5000,,,,,NA,NA
2023-09-05T23:02:42Z,USA,philadelphia,Industrial Biotech,Frontage Labs,Public,1000-5000,Scientist 1,Masters or Equivalent,None,NA,,60000,,,,NA,,,,,NA,bad
2023-09-21T10:33:09Z,USA,Boston,Industrial Biotech,Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,NA,,77000,,,,3000,,,,,NA,NA
2023-09-28T23:10:28Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,"R&D, fresh PhD",,130000,,,,2000,,,,,15000,NA
2023-10-08T11:05:08Z,USA,San Diego,Industrial Biotech,Prefer not to say,Private,1000-5000,Scientist II,PhD or Equivalent,None,Product Development GMP,,110000,,,,5000,,,,,NA,NA
2023-10-09T01:11:32Z,usa,bay area,Industrial Biotech,Prefer not to say,Private,200-1000,senior research associate,Bachelors or Equivalent,None,NA,,90000,,,,NA,,,,,NA,NA
2023-10-11T20:00:06Z,USA,San Francisco,Industrial Biotech,Huue Bio,Start-up,1-50,"Senior Manager, Strategy and Operations",Masters or Equivalent,None,"Acted as Chief of Staff for CEO in company of 20 people; managed product strategy, marketing, business operations and strategic initiatives.",,150000,,,,0,,,,,NA,NA
2023-10-12T21:55:18Z,USA,Cleveland,Industrial Biotech,Prefer not to say,Start-up,1-50,Biomanufacturing Lab tech,Bachelors or Equivalent,None,Cell culture + Qc Lab tech in Design Transfer,,42000,,,,0,,,,,0,"Executives are not great but the people you see on a daily basis are amazing. This means that you will have a fun time working, and doing day-to-day stuff but will be unhappy with the compensation and the appreciation the management shows will be a problem. Thes management is also unwilling to recognize that the employment does not pay enough as well as puts more pressure on the already insufficient staff"
2023-10-22T14:24:42Z,USA,Bay Area,Industrial Biotech,Bio-Rad Laboratories,Private,5000+,QC Specialist III,Bachelors or Equivalent,None,NA,,80000,,,,0,,,,,NA,NA
2023-10-24T20:11:04Z,USA,Boston,Industrial Biotech,Prefer not to say,Start-up,1-50,Principal Research Associate,Bachelors or Equivalent,None,NA,,115000,,,,NA,,,,,NA,NA
2023-10-27T08:05:44Z,USA,Bay Area,Industrial Biotech,Prefer not to say,Public,200-1000,Scientist II,PhD or Equivalent,None,NA,,151000,,,,10000,,,,,NA,NA
2023-10-27T09:29:31Z,USA,Research Triangle,Industrial Biotech,Bioagilytix,Private,200-1000,Scientist,Bachelors or Equivalent,None,"Scientist- responsible for assay development, Validation, and sample analysis testing for ADA and PK studies. Interfaces with sponsors on weekly calls, but no direct reports.",,94000,,,,NA,,,,,7500,"3/5, culture has worsened over the past year with new upper management. Individual managers vary greatly impacting how pleasant it is to work there."
2023-10-27T18:09:27Z,USA,Los Angeles,Industrial Biotech,Invizyne,Start-up,1-50,Research Associate II,Masters or Equivalent,None,Testing proof-of-concept of biochemical assays for production of proteins and chemicals using renewable resources,,67500,,,,2500,,,,,2500,NA
2023-10-30T10:18:24Z,USA,Miami,Industrial Biotech,Prefer not to say,Public,200-1000,Associate Director,Bachelors or Equivalent,None,"Patient Recruitment, Clinical Operations",,177000,,,,8000,,,,,NA,NA
2023-12-10T20:31:13Z,usa,great lakes / Midwest,Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Production chemist,Associate’s Degree or Equivalent,None,NA,,65400,,,,NA,,,,,NA,NA
2023-12-13T20:36:34Z,USA,Boston,Industrial Biotech,Abbvie,Private,5000+,Postdoc,PhD or Equivalent,None,NA,,90000,,,,15000,,,,,NA,NA
2023-03-30T09:48:22Z,USA,Boston,Industrial Biotech,Prefer not to say,Private,50-200,Scientist,Masters or Equivalent,None,Bench scientist,,138000,,,,NA,,,,,NA,NA
2023-04-06T09:06:28Z,USA,Philadelphia,Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,R&D scientist - cell therapy,,120000,,,,NA,,,,,NA,NA
2023-10-27T14:13:48Z,USA,Seattle,Industrial Biotech,Prefer not to say,Public,200-1000,Principal Scientist,PhD or Equivalent,None,Computational biologist,,200000,,,,20000,,,,,NA,NA
2023-11-27T20:34:15Z,USA,Boston,Industrial Biotech,Takeda,Public,5000+,Senior Operational excellence Specialist,Bachelors or Equivalent,None,"Project manage, support and implement improvements for MFG",,115000,,,,NA,,,,,NA,NA
2023-03-29T15:48:00Z,USA,Bay Area,Informatics,Prefer not to say,Start-up,200-1000,Program Manager,PhD or Equivalent,PMP,NA,,169900,,,,NA,,,,,NA,NA
2023-06-23T00:04:32Z,United States,San Diego,Life Sciences Tools Company,Prefer not to say,Start-up,50-200,"Director, Business Development",Masters or Equivalent,None,"Build strategic partnerships with big pharma, biotech and pathology companies",,190000,,,,NA,,,,,NA,NA
2023-03-29T06:09:44Z,America,Philadelphia,Medical Devices,Prefer not to say,Subsidiary,200-1000,Bioprocessing Coordinator,Associate’s Degree or Equivalent,None,Blend of scientist and project coordination,,100000,,,,NA,,,,,NA,NA
2023-03-30T05:46:30Z,Australia,Melbourne,Medical Devices,Nutromics,Start-up,1-50,Associate Process Scientist,Bachelors or Equivalent,None,NA,,85000,,,,NA,,,,,NA,NA
2023-09-26T11:57:09Z,Portugal,Porto,Medical Devices,Prefer not to say,Private,1-50,Software engineer,Masters or Equivalent,None,NA,,12000,,,,NA,,,,,NA,NA
2023-07-21T22:08:49Z,Sweden,Uppsala,Medical Devices,Thermo fisher scientific,Public,5000+,Laboratory technician,Bachelors or Equivalent,None,NA,,32565,,,,0,,,,,NA,NA
2023-03-29T08:56:21Z,United States,Boston,Medical Devices,Prefer not to say,Private,1-50,Research Associate,Bachelors or Equivalent,None,NA,,75000,,,,NA,,,,,2500,NA
2023-03-29T09:33:15Z,United States,Philadelphia,Medical Devices,Prefer not to say,Start-up,50-200,Medical Education Admin,Bachelors or Equivalent,None,NA,,62400,,,,NA,,,,,NA,NA
2023-03-29T10:41:49Z,United States,San Francisco Bay Area,Medical Devices,Prefer not to say,Public,5000+,Associate Scientist,Masters or Equivalent,None,NA,,97000,,,,NA,,,,,NA,NA
2023-05-01T22:29:30Z,United States,Boston,Medical Devices,Abbott,Public,5000+,Scientist,Bachelors or Equivalent,PMP,R&D Scientist 1,,105000,,,,0,,,,,14000,"80 hour weeks, but outstanding scientists"
2023-05-05T23:29:32Z,United States,Los Angeles,Medical Devices,Agilent Technologies,Public,5000+,Senior Scientist,Bachelors or Equivalent,None,"Scientist for manufacturing. Work on development, validation of process, test method, software, etc",,130000,,,,NA,,,,,NA,NA
2023-07-20T23:43:42Z,United States,Bay Area,Medical Devices,Prefer not to say,Start-up,200-1000,"Director, TPM",Bachelors or Equivalent,None,NA,,250000,,,,20000,,,,,NA,NA
2023-03-29T10:16:23Z,United States,San Diego,Medical Devices,Quidel,Public,1000-5000,Scientist,PhD or Equivalent,None,Assay Development,,115000,,,,10000,,,,,NA,NA
2023-03-29T10:46:19Z,United States,Salt Lake City,Medical Devices,ELITechGroup,Private,200-1000,Technical Support Lead,Bachelors or Equivalent,None,Clinical chemistry technical support.,,72040,,,,0,,,,,0,"1/5. Very poor culture, rapid turnover. Bloated and underqualified senior management. General employee dissatisfaction. Was told I am ""overpaid for my age"" when asking for a raise. HR is essentially non-existent"
2023-07-25T19:31:41Z,United States,Washington DC,Medical Devices,Prefer not to say,Subsidiary,5000+,Director of Regulatory Affairs,PhD or Equivalent,None,"Director of RA, manage and lead regulatory strategies for in vitro diagnostic devices",,208000,,,,0,,,,,NA,NA
2023-10-18T12:45:14Z,United States,Bay area,Medical Devices,Prefer not to say,Private,1000-5000,Process Development Engineer II,Masters or Equivalent,None,NA,,112000,,,,NA,,,,,NA,NA
2023-12-18T13:02:49Z,US,Research Triangle,Medical Devices,Prefer not to say,Start-up,1000-5000,Lab Assistant (Accessioner),Masters or Equivalent,Teaching Certificate,Lab Assistant (Plasma Isolation. Majority is data accessioning of samples),,60385,,,,NA,,,,,NA,NA
2023-03-29T07:15:14Z,USA,Research Triangle,Medical Devices,Neogenomics,Public,1000-5000,Molecular Technologist III,Bachelors or Equivalent,None,Clinical Lab Operations with some expectations for assisting middle management and training/interviewinf,,86200,,,,0,,,,,NA,"Originally hired through acquired startup, comp is significantly higher than equivalents throughout company due to grandfathered startup policies, and working nonstandard hours/days. Otherwise, it's a complete mess of opaque policies/haphazard reactionary plans, and a lot of feel-good talking points that go nowhere. Senior/executive leadership seems to be a revolving door, and certain sites are favored/access more resources."
2023-03-29T09:42:17Z,USA,Seattle,Medical Devices,Prefer not to say,Private,1000-5000,Bioinformatics Manager,PhD or Equivalent,None,NA,,195000,,,,NA,,,,,NA,NA
2023-05-06T00:13:03Z,Usa,Salt lake city,Medical Devices,Prefer not to say,Subsidiary,200-1000,Research Associate 1,Bachelors or Equivalent,None,NA,,52000,,,,NA,,,,,NA,NA
2023-07-12T04:34:16Z,USA,Los Angeles,Medical Devices,Johnson&Johnson,Public,5000+,Marketing Manager,Masters or Equivalent,None,NA,,130000,,,,55000,,,,,NA,NA
2023-08-27T22:21:43Z,USA,New York City,Medical Devices,Prefer not to say,Private,50-200,VP,Bachelors or Equivalent,None,Oversee all of Quality and Regulatory,,310000,,,,NA,,,,,NA,NA
2023-09-03T02:52:44Z,USA,Bay Area,Medical Devices,Prefer not to say,Private,1-50,Clinical Testing Personnel / R&D assistant,Bachelors or Equivalent,None,"Originally COVID-19 testing personnel (acting as CLS under EUA). Without EUA, currently functioning as basically a clinical lab assistant or in some states something like a MLT; also as a biotech employee we kind of do everything we’re legally allowed to do including some lab supervisor/QA type of roles that’s just need to be filled. Mostly SOP writing/reviewing and patient sample running + developing new assays with RnD.",,87000,,,,0,,,,,NA,"This is a biotech start up that REALLY wants to be something bigger. Overall the ideas, mission, and sentiments are all in the right place but it feels like executives are somewhat mismanaging the execution of new plans/products. A LOT of amazing “above and beyond” employed have been let go, only to have their responsibilities be dumped on those who are left/new hires that have ZERO experience and end up not actually doing their job. People I work with directly are AMAZING and genuinely friends, but I really have zero loyalty or motivation at this point beyond not leaving these specific individuals to flounder in even more work."
2023-10-28T12:21:35Z,USA,Bay Area,Medical Devices,Prefer not to say,Public,5000+,Senior Manager,Bachelors or Equivalent,None,NA,,200000,,,,NA,,,,,NA,NA
2023-11-21T22:44:58Z,USA,Bay Area,Medical Devices,Prefer not to say,Public,5000+,Sr. Director Operations,Bachelors or Equivalent,None,Factory leader,,275000,,,,NA,,,,,NA,NA
2023-12-05T02:52:34Z,USA,New York,Medical Devices,Prefer not to say,Start-up,1-50,Associate Scientist,Masters or Equivalent,None,NA,,88000,,,,NA,,,,,NA,NA
2023-12-14T20:10:07Z,USA,Research Triangle,Medical Devices,Illumina,Public,5000+,Field Service Engineer,Bachelors or Equivalent,None,"Install, PM, IQ/OQ, troubleshoot and repair instrument",,74000,,,,10000,,,,,NA,Great besides the current year's leadership issue.
